Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Originale Auflösungen;∅ Anrainer DE/LU [€/MWh] Originale Auflösungen;Belgien [€/MWh] Originale Auflösungen;Dänemark 1 [€/MWh] Originale Auflösungen;Dänemark 2 [€/MWh] Originale Auflösungen;Frankreich [€/MWh] Originale Auflösungen;Niederlande [€/MWh] Originale Auflösungen;Norwegen 2 [€/MWh] Originale Auflösungen;Österreich [€/MWh] Originale Auflösungen;Polen [€/MWh] Originale Auflösungen;Schweden 4 [€/MWh] Originale Auflösungen;Schweiz [€/MWh] Originale Auflösungen;Tschechien [€/MWh] Originale Auflösungen;DE/AT/LU [€/MWh] Originale Auflösungen;Italien (Nord) [€/MWh] Originale Auflösungen;Slowenien [€/MWh] Originale Auflösungen;Ungarn [€/MWh] Originale Auflösungen
14.09.2022;13:00;14:00;454,41;390,42;454,35;454,37;454,37;454,24;454,37;449,91;454,38;106,46;90,03;467,2;454,9;-;454,24;452,8;457,39
14.09.2022;14:00;15:00;435,15;367,15;340,73;417,2;417,2;501,68;379,21;421,66;450,17;108,28;90,09;469,37;443,03;-;501,68;450,31;448,75
14.09.2022;15:00;16:00;448,28;382,1;375,17;439,96;439,96;500,04;406,04;439,96;459,91;128,08;87,44;472,42;454,08;-;500,04;461,03;456,97
14.09.2022;16:00;17:00;485,94;386,3;430,87;446,78;446,78;469,31;352,6;446,78;479,95;133,64;85,37;471,53;485,67;-;481,08;481,08;483,88
14.09.2022;17:00;18:00;502,08;415,15;490,01;461,44;461,44;505;428,4;461,44;501,41;175,49;84,23;495,15;502,66;-;505;505;503,22
14.09.2022;18:00;19:00;550,97;440,79;530,89;466,4;466,4;536,61;449,98;466,4;546,44;190,59;113,17;531,16;550,64;-;536,61;547,03;549,2
14.09.2022;19:00;20:00;630,25;483,66;621,62;488,06;488,06;625,28;488,06;473,91;628,63;208,87;117,78;550,03;630;-;628,63;628,81;629,51
14.09.2022;20:00;21:00;540,31;446,82;538,08;487,82;487,82;539,8;487,82;473,67;537,89;208,4;76,28;537,44;540;-;539,8;539,8;539,78
14.09.2022;21:00;22:00;460,34;399,01;460,34;460,34;460,34;460,34;460,34;460,34;460,34;181,24;65,06;460,08;460,34;-;460,34;460,34;460,34
14.09.2022;22:00;23:00;421,71;364,39;420,69;421,71;421,71;421,59;400,1;419,54;421,54;178,8;53,07;427,85;421,67;-;421,59;421,59;421,64
14.09.2022;23:00;00:00;353,41;311,32;356,17;353,41;353,41;404,37;344,4;355,58;358,46;134,06;34,16;380,99;349,5;-;404,37;362;354,7
15.09.2022;00:00;01:00;391,63;336,73;391,63;391,63;391,63;391,63;391,63;402,61;391,63;173,78;15,03;371,17;391,63;-;419,84;391,63;391,63
15.09.2022;01:00;02:00;338,77;296,7;338,77;338,77;338,77;338,77;338,77;349,61;338,77;176,62;14,69;351,4;338,77;-;384;338,77;338,77
15.09.2022;02:00;03:00;317,25;280,52;317,25;317,25;317,25;317,25;317,25;326,72;317,25;169,22;14,44;354,59;317,25;-;344,12;317,25;317,25
15.09.2022;03:00;04:00;301,87;268,61;301,87;301,87;301,87;301,87;301,87;311,52;301,87;169,22;14,51;346,36;301,87;-;324,92;301,87;301,87
15.09.2022;04:00;05:00;271,99;254,88;278,13;271,99;271,99;318,52;271,99;280,69;299,21;158,63;15,02;351,23;286,26;-;340;313,55;297,23
15.09.2022;05:00;06:00;322,58;299,65;330,55;320,84;320,84;366,51;320,84;377,28;361,59;158,63;27,33;364,18;347,57;-;375,8;375,8;362,75
15.09.2022;06:00;07:00;450;389,06;450;450;450;450;450;392,37;450;221,37;51,75;464,18;450;-;450;450;450
15.09.2022;07:00;08:00;465,56;410,58;470,35;438,52;438,52;479,4;463,85;425,8;474,14;213,56;149,97;493,84;468,47;-;479,4;474,82;473,86
15.09.2022;08:00;09:00;500,1;423,04;500,1;427,38;427,38;500,1;500,1;427,38;500,1;176,83;190,96;503,05;500,1;-;500,1;500,1;500,1
15.09.2022;09:00;10:00;470,74;410,9;474,62;440,09;440,09;478,43;470,77;428,82;473,52;166,47;177,98;499,61;469,47;-;478,43;472,84;471,05
15.09.2022;10:00;11:00;420,61;384,29;463,8;398,48;398,48;489,72;398,48;407,65;425,26;123,41;199,76;496,86;425,26;-;489,72;435,85;428,79
15.09.2022;11:00;12:00;375,02;368,27;436,48;375,02;375,02;493,55;375,02;384,62;398,13;123,14;203,04;500,26;386,72;-;493,55;402,99;396,1
15.09.2022;12:00;13:00;330,87;335,51;369,29;316,09;316,09;483,59;316,09;341,46;399,74;122,96;193,65;493,54;338,07;-;457,37;392,92;380,02
15.09.2022;13:00;14:00;302,5;321,04;398,68;300,17;300,17;467,95;300,17;312,18;375,99;122,91;178,09;484,34;290,84;-;460;361,27;337,25
15.09.2022;14:00;15:00;297,03;323,25;369,29;296,09;296,09;465,05;296,09;306,53;399,98;123,29;169,61;495,88;337,82;-;465,05;391,36;405,09
15.09.2022;15:00;16:00;260,82;308,76;369,29;260,82;260,82;465,05;260,82;269,16;409,94;122,16;151,12;492,36;334,82;-;465,05;402,3;409,94
15.09.2022;16:00;17:00;274,7;309,5;350;274,7;274,7;477,55;274,7;299,65;412,18;124,17;86,76;483,53;346,52;-;477,55;422,28;417,52
15.09.2022;17:00;18:00;366,08;354,97;330,21;366,08;366,08;481,59;366,08;361,15;407,91;146,88;175,8;494,93;407,91;-;481,59;425,4;425,4
15.09.2022;18:00;19:00;457,8;397,45;457,8;411,6;411,6;457,8;457,8;410,74;457,8;175,7;194,42;478,86;457,8;-;509,5;457,8;457,8
15.09.2022;19:00;20:00;464,19;410,84;481,83;418,54;418,54;495,66;474,3;418,54;460,9;181,69;199,9;478,68;490,65;-;550;494,9;500,09
15.09.2022;20:00;21:00;460,33;403,4;465,9;423,94;423,94;475,05;464,9;423,94;450,1;176,66;196,72;476,24;460,03;-;522,87;462,48;460,39
15.09.2022;21:00;22:00;405,79;369,2;426,75;393,21;393,21;461,17;421;393,21;394,7;154,42;138,38;464,26;420,89;-;461,17;433,1;428,67
15.09.2022;22:00;23:00;364,46;328,5;369,3;351,84;351,84;439,9;351,84;353,16;374,11;143,2;55,59;465,03;357,71;-;439,9;377,18;365,99
15.09.2022;23:00;00:00;254,09;268,95;361,24;254,09;254,09;381,21;352,3;262,22;270,01;137,77;35,45;447,59;202,51;-;439,9;260,04;229,45
16.09.2022;00:00;01:00;182,6;239,59;330,89;182,6;182,6;434,05;279,99;188,44;301,38;80,7;33,99;380,96;239,93;-;459,35;313,75;273,23
16.09.2022;01:00;02:00;163,73;213,36;283,72;163,73;163,73;448,3;203,8;168,96;258,07;80,8;31,18;380,03;164,62;-;448,3;289,4;214,06
16.09.2022;02:00;03:00;140,92;203,85;258,41;140,92;140,92;417,76;180,66;225,74;234,57;93,35;29,21;378,95;141,81;-;417,76;265,03;189,73
16.09.2022;03:00;04:00;138,26;188,03;232,63;138,26;138,26;361,03;171,16;180,04;224,75;103,16;29,15;348,06;141,81;-;417,4;241,12;180,75
16.09.2022;04:00;05:00;142,59;186,26;234,74;142,59;142,59;360,41;176,25;147,15;224,03;98,64;33,53;343,65;145,28;-;415;242,18;183,2
16.09.2022;05:00;06:00;211,52;217,49;235;211,52;211,52;271,1;215,9;218,28;287,54;85,99;38,86;355,44;261,22;-;450,53;287,47;287,47
16.09.2022;06:00;07:00;354,1;315,86;354,1;354,1;354,1;362,72;349,72;365,43;399,98;107,55;51,47;420,29;355;-;510,26;405,18;406,01
16.09.2022;07:00;08:00;421,07;390,78;453,63;421,07;421,07;478,98;416,31;419,91;467,77;98,25;188,73;483,64;449,24;-;501,89;472,05;472,45
16.09.2022;08:00;09:00;446;414,13;493,56;446;446;528,89;446;414,02;494,95;89,56;245,88;492,4;458,18;-;528,89;489,97;478,93
16.09.2022;09:00;10:00;333,78;366,89;436,84;333,78;333,78;525,89;333,78;401,59;454,17;82,74;262,61;490,08;380,48;-;525,89;451,84;436,05
16.09.2022;10:00;11:00;190,32;286,87;202;190,32;190,32;483,72;190,32;403,76;417,48;91,86;185,75;490,04;310;-;510,26;424,86;445,36
16.09.2022;11:00;12:00;111,86;242,35;150,01;111,86;111,86;475,01;111,86;402,34;409,93;94,85;111,86;490,79;195,46;-;493,37;404,68;407,09
16.09.2022;12:00;13:00;80,95;211,01;80,95;80,95;80,95;465,95;34,01;406,81;379,86;95,22;80,95;475,46;140;-;465,95;465,95;421,7
16.09.2022;13:00;14:00;67,84;191,05;0;67,84;67,84;407,94;0;405,09;394,99;95,22;67,84;452,1;142,71;-;451,4;450,57;394,99
16.09.2022;14:00;15:00;38,19;185,28;38,19;38,19;38,19;391,96;0;404,96;400;92,49;38,19;435,63;160,23;-;464,92;437,72;425,24
16.09.2022;15:00;16:00;43,97;184,34;127,5;43,97;43,97;306,05;43,97;403,77;394,93;82,82;43,97;387,06;149,74;-;497,25;497,25;497,25
16.09.2022;16:00;17:00;83,09;193,41;120;83,09;83,09;229,47;83,09;399,96;419,93;85,28;83,09;385,65;154,9;-;508,03;480,85;496,99
16.09.2022;17:00;18:00;149,92;240,62;192,88;149,92;149,92;362,42;149,92;263,71;409,92;105,37;149,92;395,32;317,5;-;512,94;503,48;512,94
16.09.2022;18:00;19:00;313,75;324,97;336,06;313,75;313,75;386,62;313,75;323,78;415,2;141,35;208,64;406,55;415,2;-;528,45;496,04;523,61
16.09.2022;19:00;20:00;363,93;359,15;370,23;363,93;363,93;404,94;363,93;375,57;450,1;144,35;196,88;466,73;450,1;-;546,34;527,63;532,49
16.09.2022;20:00;21:00;350;342,65;350;350;350;405,01;350;361,2;410;148,55;159,98;464,59;419,87;-;529,24;430,68;448,43
16.09.2022;21:00;22:00;219,56;258,49;216,06;219,56;219,56;378,99;219,56;233,11;372,91;120,92;36,9;435,8;390;-;500,08;424,47;465,48
16.09.2022;22:00;23:00;160,86;207,99;179,32;160,86;160,86;302,09;164,98;273,82;313,12;117,39;29,64;401,95;183,87;-;486,75;240,63;209,24
16.09.2022;23:00;00:00;119,91;190,92;205,49;119,91;119,91;386,61;140,64;234,76;235,88;105,58;14,83;393,85;142,71;-;483,27;277,89;196,4
17.09.2022;00:00;01:00;92,62;176,1;126,28;92,62;92,62;235,17;171;383,5;285,92;101,52;23,2;294,02;131,29;-;454,83;190,79;157,67
17.09.2022;01:00;02:00;80,24;156,9;95,56;80,24;80,24;236,33;95;358,2;271,09;93,95;15,7;274,27;125,37;-;416,38;207,34;160,06
17.09.2022;02:00;03:00;71,17;140,88;106;71,17;71,17;224,99;86,81;242,4;273,26;94,28;14,96;245,01;119,58;-;383,86;208,92;157,22
17.09.2022;03:00;04:00;80,2;129,81;98,53;80,2;80,2;192,05;80,2;240,82;169,81;84,51;14,97;275,03;111,54;-;373,4;183,83;140,42
17.09.2022;04:00;05:00;71,11;127,65;81,61;71,11;71,11;163,02;75,86;240,02;219,85;101,41;15,77;239,02;125,37;-;367,13;171,84;154,12
17.09.2022;05:00;06:00;72,69;127,87;96,64;72,69;72,69;162,05;85,09;195,04;230,01;101,54;20,54;245,05;125,25;-;371,86;173,41;153,86
17.09.2022;06:00;07:00;82,24;135,01;104,38;82,24;82,24;202,35;98,72;84,87;271,02;106,07;24,02;307,55;121,69;-;384,6;184,38;149,23
17.09.2022;07:00;08:00;86;176,7;134,26;86;86;292,07;127;245,49;365,09;108,69;30,54;309,89;158,66;-;395;395;300
17.09.2022;08:00;09:00;97,88;178,89;121,49;97,88;97,88;238,04;111,24;230,61;376,17;111,96;95,53;303,02;184;-;384,1;384,1;376,17
17.09.2022;09:00;10:00;74,03;188,95;87,05;74,03;74,03;288,62;74,03;382,82;382,98;143,86;72,25;288,76;210;-;394,86;379,24;371,86
17.09.2022;10:00;11:00;79,55;171,78;87,68;79,55;79,55;170,81;79,55;388,22;282,99;143,89;77,64;282,92;216,83;-;383,08;282,99;282,99
17.09.2022;11:00;12:00;60,06;165,84;63,72;60,06;60,06;208,68;51,36;381,52;324,94;148,52;58,62;255;211,71;-;375,5;287,84;295,8
17.09.2022;12:00;13:00;43,92;157,33;51,89;43,92;36,1;259,51;43,92;382,38;357,2;131,48;36,1;250,06;138,05;-;357,2;263,08;254,93
17.09.2022;13:00;14:00;5,09;129,24;5,09;5,09;22,09;288,17;5,09;229,84;353,51;137,89;22,09;255,55;97,26;-;310,5;310,5;313,02
17.09.2022;14:00;15:00;7,13;104,46;-9,06;7,13;21,85;157,89;2,91;183,54;260,09;143,89;21,85;244,11;114,87;-;228;174,23;163,64
17.09.2022;15:00;16:00;2;106,11;2;2;24,98;155,84;2;188,73;259,55;129,12;24,98;245,26;132,77;-;244,9;234,24;234,24
17.09.2022;16:00;17:00;35,18;112,98;44,74;35,18;35,18;122,72;35,18;36,31;258,04;176,45;35,18;263,85;200;-;270,82;257,78;285,65
17.09.2022;17:00;18:00;66,72;157,79;140,69;66,72;66,72;237,07;108,49;68,85;306,96;198,69;66,72;318,59;156,23;-;373,01;373,01;423,83
17.09.2022;18:00;19:00;104,5;195,47;142,42;104,5;104,5;224,47;142,42;235,02;323,48;223,72;104,5;305,52;239,61;-;393,19;393,19;386,75
17.09.2022;19:00;20:00;144,33;244,4;196,3;144,33;144,33;315,69;235,4;224,96;394,91;234,75;144,33;366,3;287,14;-;469,99;460,67;460,67
17.09.2022;20:00;21:00;106,36;237,17;189,42;106,36;106,36;342,94;250,14;336,51;373,33;230,95;106,36;380,34;186,21;-;454,22;372,97;418,32
17.09.2022;21:00;22:00;72,68;195,09;120,08;72,68;72,68;259,41;194,55;390,17;258;209,58;72,68;358,69;137,52;-;409,99;203,19;203,01
17.09.2022;22:00;23:00;70,42;161,75;106,01;70,42;70,42;228,06;111,79;245,63;258,01;153,04;68,73;348,56;118,6;-;391,7;197,51;258,01
17.09.2022;23:00;00:00;44,28;150,02;150,9;44,28;44,28;214,66;150,9;264,11;200,78;103,99;43,21;344,49;88,66;-;380,95;165,43;162,72
18.09.2022;00:00;01:00;26,62;114,06;110;26,62;27,47;269,93;95,14;27,47;231,81;99,22;27,47;251,64;87,86;-;384,17;185,79;161,08
18.09.2022;01:00;02:00;27,06;107,32;126,65;27,06;27,06;239,07;82,15;27,87;232,53;94,63;27,06;237,29;59,13;-;371,71;153,82;98,01
18.09.2022;02:00;03:00;22,19;99,65;128,29;22,19;22,19;253,81;77,48;22,85;203,32;94,74;22,19;202,07;46,98;-;344,74;146,32;86,99
18.09.2022;03:00;04:00;27,17;92,4;106,98;27,17;27,17;199,85;70;27,98;181,18;102,09;27,17;196,63;50,23;-;344,39;125,66;81
18.09.2022;04:00;05:00;34,02;75,24;106,57;34,02;34,02;138,53;73,75;35,04;64,67;103,77;34,02;190,54;12,73;-;350,47;57,61;37,99
18.09.2022;05:00;06:00;31,59;91,93;103,26;31,59;31,59;187,91;69,91;31,59;165,52;101,99;31,59;205,02;51,22;-;384,54;118,78;78,68
18.09.2022;06:00;07:00;22;94,06;122,57;22;24,64;197,14;93,96;24,64;125,64;93,42;24,64;244,99;60,97;-;354,71;125,23;84,62
18.09.2022;07:00;08:00;60,05;110,49;136;60,05;57,41;157,46;143,46;61,97;140,11;92,36;57,41;249,09;60,05;-;359,79;101,53;78,29
18.09.2022;08:00;09:00;74,57;128,43;143,42;74,57;74,57;187,51;143,42;76,96;182,52;104,35;74,57;246,61;104,28;-;340,26;148,48;122,02
18.09.2022;09:00;10:00;67,95;131,88;151,37;67,95;67,95;241,81;129,79;70,12;200,02;106,7;67,95;236,48;110,55;-;241,81;176,04;136,18
18.09.2022;10:00;11:00;72,55;148,99;136;72,55;72,55;226,8;170;223,63;231,31;94,82;72,55;239,16;99,52;-;226,8;158,92;125,27
18.09.2022;11:00;12:00;72,46;137,35;114,98;72,46;72,46;162,56;96,72;354,87;165,03;86,77;72,46;225,14;87,35;-;162,56;128,05;103,98
18.09.2022;12:00;13:00;68,49;103,95;102,61;68,49;68,49;141,28;88,44;83,32;141,28;79,31;68,49;221,87;79,82;-;141,28;112,67;93,28
18.09.2022;13:00;14:00;35,37;79,19;56,29;35,37;35,37;85,7;44,91;238,37;43,4;79,59;35,37;184;32,75;-;85,7;51,86;39,78
18.09.2022;14:00;15:00;20,02;54,57;46,84;32,24;32,24;84,92;32,24;33,2;30,33;100,57;32,24;158,81;16,65;-;84,92;41,18;25,68
18.09.2022;15:00;16:00;33,97;63,1;39,97;33,97;33,97;61,01;38,5;35,05;69,95;103,62;33,97;203,11;40,96;-;132,41;52,73;45,98
18.09.2022;16:00;17:00;47,93;94,5;57,4;47,93;47,93;84,58;55,39;159,46;111,43;100,9;47,93;254,77;71,77;-;226,8;98,23;93,99
18.09.2022;17:00;18:00;81,73;122,45;117,83;81,73;81,73;158,58;104,32;84,35;164,69;109,07;81,73;254,62;108,35;-;344,44;164,69;163,61
18.09.2022;18:00;19:00;182,5;205,81;198,91;182,5;182,5;241,2;195,6;188,34;260,07;164,12;182,5;262,81;205,39;-;371;260,07;260,07
18.09.2022;19:00;20:00;201,92;241,35;252;201,92;201,92;295,25;235,21;208,38;329,61;180,97;201,92;302,09;245,57;-;414,65;356,08;387,11
18.09.2022;20:00;21:00;214,68;242,19;297,05;214,68;214,68;345,1;274,61;221,55;182,68;182,38;210,07;302,12;219,2;-;460;281,41;275,67
18.09.2022;21:00;22:00;182,75;220,04;247,59;182,75;182,75;289,55;237;188,6;265,04;167,46;182,75;266,69;210,31;-;410,27;255,49;236,87
18.09.2022;22:00;23:00;149,5;196,54;208,19;149,5;149,5;295,27;236,8;154,28;260,43;129,17;145,91;249,03;183,88;-;399,12;273,29;220,21
18.09.2022;23:00;00:00;113,28;163,19;207;113,28;113,28;253,97;207;116,9;239,57;104,44;100,06;228,36;111,2;-;364,79;176,19;141,12
19.09.2022;00:00;01:00;83,82;120,51;119,16;83,82;83,82;180,97;125,16;86,51;155,23;111,6;31,84;241,43;106,03;-;347,03;164,02;129,97
19.09.2022;01:00;02:00;97,02;121,83;150,94;97,02;97,02;157;162,5;100,13;132,74;109,53;29,71;211,91;91,59;-;339,09;116,18;103,04
19.09.2022;02:00;03:00;84,28;132,72;166,29;84,28;84,28;222,96;163,5;95,08;173,93;107,65;27,77;238,45;95,74;-;329;152,6;119,25
19.09.2022;03:00;04:00;83,89;116,82;133,37;83,89;83,89;196,9;108,12;89,62;143,46;106,68;25,48;224,64;89;-;299,99;136,28;108,21
19.09.2022;04:00;05:00;98,33;116,75;111,17;98,33;98,33;160,02;111,17;101,48;146,82;108,03;27,95;210,44;110,56;-;305,4;152,93;128,1
19.09.2022;05:00;06:00;169,4;167,98;171,81;169,4;169,4;212,1;169,4;179,96;205,84;118,83;32,39;238,86;179,77;-;329;212,34;193,2
19.09.2022;06:00;07:00;344,87;309,96;344,87;344,87;344,87;348,6;343,43;350,77;352,86;187,83;119,02;309,04;363,36;-;373,57;368,04;369,81
19.09.2022;07:00;08:00;400,03;366,87;399,71;400,03;400,03;402;398,93;398,77;410,07;178,2;264,55;373,97;409,32;-;415,09;415,09;421,7
19.09.2022;08:00;09:00;415,38;388,27;415,38;415,38;415,38;415,38;415,38;405,41;415,38;177,91;405,41;374,63;415,38;-;415,38;415,38;415,38
19.09.2022;09:00;10:00;355;338,98;338,08;355;355;367,92;347,27;366,36;358,13;177,1;346,48;360,87;356,53;-;397,91;358,7;357,27
19.09.2022;10:00;11:00;325,98;318,14;322,6;325,98;325,98;328,36;324,37;339,68;326,58;177,04;318,15;384,56;326,27;-;368,01;326,69;326,41
19.09.2022;11:00;12:00;230,69;254,02;263,6;230,69;230,69;355,16;230,69;243,12;248,5;170,84;225,15;365,1;230,73;-;357,2;267,8;236,5
19.09.2022;12:00;13:00;190,78;225,9;247,39;190,78;190,78;336,74;190,78;224,86;210,74;169,53;186,2;347,41;189,72;-;336,74;234,56;196,41
19.09.2022;13:00;14:00;153,35;200,56;220,41;153,35;153,35;326,5;153,35;236,85;175,57;156,47;149,67;331,41;149,2;-;326,5;196,08;155,47
19.09.2022;14:00;15:00;170,13;200,01;193,1;170,13;170,13;331,59;170,13;237,4;192,58;140,55;136,69;287,11;170,67;-;346,5;232,34;189,06
19.09.2022;15:00;16:00;215,41;208,71;139,46;215,41;215,41;329,16;148,78;222,3;254,89;169,53;119,97;246,69;234,19;-;355;255,99;242,73
19.09.2022;16:00;17:00;228,15;231,08;205;228,15;228,15;270,3;203,43;257,22;282,7;170,84;111,96;286,76;297,36;-;380,86;299,82;315,92
19.09.2022;17:00;18:00;350;332,55;350;350;350;350;350;361,2;350;177,98;334,13;334,76;350;-;394,88;350;350
19.09.2022;18:00;19:00;407,43;378,67;407,43;407,43;407,43;407,43;407,43;397,51;407,43;178,03;379,94;357,89;407,43;-;415,38;407,43;407,43
19.09.2022;19:00;20:00;442,05;411,66;442,05;442,05;442,05;442,05;442,05;428,35;442,05;198,39;389,98;417,23;442,05;-;450;442,05;442,05
19.09.2022;20:00;21:00;420,05;384,7;420,05;420,05;420,05;420,05;420,05;409,78;420,05;191,7;300,01;389,91;420,05;-;446,77;420,05;420,05
19.09.2022;21:00;22:00;375;326,34;375;375;375;375;375;381,42;375;177,83;32,52;372,97;375;-;410,99;375;375
19.09.2022;22:00;23:00;342,68;303,26;342,68;342,68;342,68;342,68;342,68;353,64;342,68;180,14;24,33;378,98;342,68;-;389,99;342,68;342,68
19.09.2022;23:00;00:00;296,69;260,24;296,69;296,69;296,69;296,69;296,69;305,56;296,69;127,08;14,65;338,56;296,69;-;380,74;296,69;296,69
20.09.2022;00:00;01:00;261,77;233,61;261,77;261,77;261,77;261,77;261,77;270,14;261,77;178;24,17;265,06;261,77;-;359,78;261,77;261,77
20.09.2022;01:00;02:00;260,1;229,8;260,1;260,1;260,1;260,1;260,1;267,87;260,1;157,06;27,43;254,7;260,1;-;343,57;260,1;260,1
20.09.2022;02:00;03:00;275,39;242,09;278,2;275,39;275,39;281,59;277,65;283,62;273,05;156,51;26,87;259,29;275,39;-;323,87;277,16;275,79
20.09.2022;03:00;04:00;262,47;231,08;262,47;262,47;262,47;262,47;262,47;270,87;262,47;156,51;25,07;252,12;262,47;-;317,12;262,47;262,47
20.09.2022;04:00;05:00;260,1;229,71;260,1;260,1;260,1;260,1;260,1;268,42;260,1;157,14;28,48;252,09;260,1;-;307,94;260,1;260,1
20.09.2022;05:00;06:00;278,3;250,16;278,3;278,3;278,3;278,3;278,3;302,05;278,3;184,26;25;292,37;278,3;-;343,57;278,3;278,3
20.09.2022;06:00;07:00;375;330,98;375;375;375;375;375;358,93;375;222,75;43,99;390,06;375;-;375;375;375
20.09.2022;07:00;08:00;433;413,15;433;433;433;433;433;410,31;433;232,47;410,31;460,51;433;-;433;433;433
20.09.2022;08:00;09:00;440,76;421,39;408,97;440,76;440,76;464,9;426,61;427,1;446,16;244,14;427,1;465,23;443,56;-;464,9;447,36;444,94
20.09.2022;09:00;10:00;401,65;387,51;327,49;401,65;401,65;457,98;366,85;411,93;414,17;240,57;392,01;440,24;408,06;-;457,98;417,15;411,22
20.09.2022;10:00;11:00;364,15;351,47;334,01;364,15;364,15;387,2;350;379,38;369,39;186,06;355,41;409,69;366,77;-;387,2;370,45;368,04
20.09.2022;11:00;12:00;344,3;332,89;303,61;344,3;344,3;372,88;325,16;364,48;351,16;177,07;336,03;395,07;347,7;-;372,88;352,48;349,35
20.09.2022;12:00;13:00;318,48;311,95;278,72;318,48;318,48;346,63;300;365,5;325,24;176,97;310,83;368,82;321,81;-;346,63;326,52;323,44
20.09.2022;13:00;14:00;306,78;302,66;254,73;306,78;306,78;346,56;282,53;365,47;315,83;176,97;299,42;362,88;311,28;-;346,56;317,63;313,47
20.09.2022;14:00;15:00;308,31;303,57;258,28;308,31;308,31;346,56;285;363,45;317;176,94;300,91;361,94;312,62;-;346,56;318,73;314,73
20.09.2022;15:00;16:00;325,61;317,58;298,03;325,61;325,61;346,56;312,86;364,44;330,32;177,07;317,8;367,09;328,04;-;346,56;331,19;329,24
20.09.2022;16:00;17:00;355,69;345,14;335,46;355,69;355,69;371,83;346,93;369,9;371,83;183,01;355,69;386,09;364,38;-;371,83;368,98;368,33
20.09.2022;17:00;18:00;420,7;397,61;411,58;420,7;420,7;414,99;402,75;411,69;418,77;208,96;411,69;431,83;420;-;414,99;418,87;419,58
20.09.2022;18:00;19:00;469,05;443;469,05;469,05;469,05;469,05;469,05;454,51;469,05;214,63;454,51;466,03;469,05;-;469,05;469,05;469,05
20.09.2022;19:00;20:00;580,61;517,74;530,72;580,61;580,61;580,61;491,98;485,17;549,64;271,87;485,17;555,08;583,64;-;580,61;646,52;597,85
20.09.2022;20:00;21:00;508,1;474,6;427,29;508,1;508,1;567,73;474,28;479,96;503,81;254,55;479,96;502,14;514,66;-;567,73;567,73;525,29
20.09.2022;21:00;22:00;429,9;408,45;429,9;429,9;429,9;429,9;429,9;419,59;429,9;196,84;419,59;447,67;429,9;-;429,9;429,9;429,9
20.09.2022;22:00;23:00;388,2;371,95;388,2;388,2;388,2;388,2;388,2;388,2;388,2;199,35;378,88;407,57;388,2;-;388,2;388,2;388,2
20.09.2022;23:00;00:00;353,78;340,06;344,6;353,78;353,78;360;349,9;353,78;355,15;176,93;345,29;393,03;354,39;-;360;355,32;354,77
21.09.2022;00:00;01:00;310,3;295,42;310,3;310,3;310,3;310,3;310,3;337,35;310,3;175,62;205,04;359,54;310,3;-;369;310,3;310,3
21.09.2022;01:00;02:00;299,58;282,69;299,58;299,58;299,58;299,58;299,58;309,17;299,58;170,52;192,84;340,05;299,58;-;350;299,58;299,58
21.09.2022;02:00;03:00;299,54;283,58;299,54;299,54;299,54;299,54;299,54;308,49;299,54;170;219,4;324,73;299,54;-;349,19;299,54;299,54
21.09.2022;03:00;04:00;299,58;283,69;299,58;299,58;299,58;299,58;299,58;308,52;299,58;170;224,99;320;299,58;-;343,75;299,58;299,58
21.09.2022;04:00;05:00;297,28;285,16;297,28;297,28;297,28;297,28;297,28;306,79;297,28;173,59;257,34;318,09;297,28;-;343,98;297,28;297,28
21.09.2022;05:00;06:00;340,94;323,05;326,92;340,94;340,94;332,18;309,98;358,84;339,48;176,29;340,94;346,87;340,13;-;358,1;338,93;339,92
21.09.2022;06:00;07:00;427,01;384,31;364,98;427,01;427,01;403,24;310,2;416,76;417,95;198,77;416,76;419,69;425;-;417,95;419,48;422,76
21.09.2022;07:00;08:00;534,75;498,51;534,75;534,75;534,75;534,75;534,75;488,71;534,75;210,77;526,49;514,34;534,75;-;534,75;534,75;534,75
21.09.2022;08:00;09:00;527,71;484,31;488,17;527,71;527,71;515,85;459,85;499,91;522,94;218,16;527,66;512,92;526,56;-;523,62;523,62;525,54
21.09.2022;09:00;10:00;429,07;388,7;364,78;429,07;427,1;424,84;309,95;427,1;408,24;199,48;427,1;432,51;425,57;-;424,84;424,84;424,06
21.09.2022;10:00;11:00;358,15;339,84;314,35;358,15;360,12;375,88;319,9;369,61;361,01;180,4;360,12;378,71;360,04;-;375,88;362,5;360,82
21.09.2022;11:00;12:00;321,62;315,12;267,2;321,62;321,62;358,99;289,54;331,91;363,84;178,08;321,62;362,81;349,12;-;361,99;361,99;361,43
21.09.2022;12:00;13:00;298,37;287,99;223,2;298,37;298,37;356,99;263;307,92;310,76;176,35;298,37;330,03;304,52;-;356,99;314,18;307,52
21.09.2022;13:00;14:00;302,26;286,12;244,7;302,26;302,26;319,86;249,9;311,93;309,82;175,65;302,26;320,84;307,79;-;330;310,78;310,05
21.09.2022;14:00;15:00;311,38;291,3;277,76;311,38;311,38;300,14;260;321,35;307,03;175,62;311,38;317,95;310,33;-;340,54;307,39;309,44
21.09.2022;15:00;16:00;331,88;308,81;300,07;331,88;331,88;318,15;270;350,04;331,88;178,26;331,88;318,93;333,9;-;360,28;331,99;334,32
